image,class
Pat3Test_429_0,0.506250417
Pat3Test_430_0,0.309622873
Pat3Test_431_0,0.344308869
Pat3Test_432_0,0.424206824
Pat3Test_433_0,0.264458666
Pat3Test_434_0,0.175182672
Pat3Test_435_0,0.811321059
Pat3Test_436_0,0.668189327
Pat3Test_437_0,0.269282117
Pat3Test_438_0,0.347592339
Pat3Test_439_0,0.550445009
Pat3Test_440_0,0.751410257
Pat3Test_441_0,0.247328065
Pat3Test_442_0,0.228799649
Pat3Test_443_0,0.353479395
Pat3Test_444_0,0.267341766
Pat3Test_445_0,0.803635285
Pat3Test_446_0,0.266999153
Pat3Test_447_0,0.384177944
Pat3Test_448_0,0.30130498
Pat3Test_449_0,0.66201275
Pat3Test_450_0,0.343457284
Pat3Test_451_0,0.694159992
Pat3Test_452_0,0.435171843
Pat3Test_453_0,0.711488192
Pat3Test_454_0,0.362870176
Pat3Test_455_0,0.676196474
Pat3Test_456_0,0.347523655
Pat3Test_457_0,0.324288629
Pat3Test_458_0,0.424567212
Pat3Test_459_0,0.70142733
Pat3Test_460_0,0.742667087
Pat3Test_461_0,0.502774129
Pat3Test_462_0,0.633416581
Pat3Test_463_0,0.477876714
Pat3Test_464_0,0.480806019
Pat3Test_465_0,0.47052495
Pat3Test_466_0,0.74791507
Pat3Test_467_0,0.797019362
Pat3Test_468_0,0.219728404
Pat3Test_469_0,0.418240965
Pat3Test_470_0,0.670000327
Pat3Test_471_0,0.725343257
Pat3Test_472_0,0.59960488
Pat3Test_473_0,0.302796347
Pat3Test_474_0,0.322367378
Pat3Test_475_0,0.502774129
Pat3Test_476_0,0.694054356
Pat3Test_477_0,0.385371005
Pat3Test_478_0,0.095605537
Pat3Test_479_0,0.843927685
Pat3Test_480_0,0.637786509
Pat3Test_481_0,0.389372831
Pat3Test_482_0,0.63194635
Pat3Test_483_0,0.495779134
Pat3Test_484_0,0.554305477
Pat3Test_485_0,0.346183517
Pat3Test_486_0,0.099553836
Pat3Test_487_0,0.48566684
Pat3Test_488_0,0.170846143
Pat3Test_489_0,0.310976325
Pat3Test_490_0,0.26261036
Pat3Test_491_0,0.429331906
Pat3Test_492_0,0.416593311
Pat3Test_493_0,0.387208316
Pat3Test_494_0,0.445092169
Pat3Test_495_0,0.609516126
Pat3Test_496_0,0.388024153
Pat3Test_497_0,0.416074984
Pat3Test_498_0,0.425312181
Pat3Test_499_0,0.405302248
Pat3Test_500_0,0.617038277
Pat3Test_501_0,0.421823515
Pat3Test_502_0,0.613078306
Pat3Test_503_0,0.71565658
Pat3Test_504_0,0.502774129
Pat3Test_505_0,0.714203934
Pat3Test_506_0,0.637463295
Pat3Test_507_0,0.608000322
Pat3Test_508_0,0.416320866
Pat3Test_509_0,0.225357773
Pat3Test_510_0,0.676258809
Pat3Test_511_0,0.681012563
Pat3Test_512_0,0.640414711
Pat3Test_513_0,0.779319807
Pat3Test_514_0,0.428950344
Pat3Test_515_0,0.402199858
Pat3Test_516_0,0.476161073
Pat3Test_517_0,0.540150676
Pat3Test_518_0,0.389830918
Pat3Test_519_0,0.502774129
Pat3Test_520_0,0.711603529
Pat3Test_521_0,0.790769328
Pat3Test_522_0,0.676502897
Pat3Test_523_0,0.438153625
Pat3Test_524_0,0.437658309
Pat3Test_525_0,0.419484084
Pat3Test_526_0,0.335774253
Pat3Test_527_0,0.273429138
Pat3Test_528_0,0.693116935
Pat3Test_529_0,0.458288777
Pat3Test_530_0,0.762808955
Pat3Test_531_0,0.48731562
Pat3Test_532_0,0.668571199
Pat3Test_533_0,0.617031647
Pat3Test_534_0,0.39969874
Pat3Test_535_0,0.353500791
Pat3Test_536_0,0.215375118
Pat3Test_537_0,0.49936032
Pat3Test_538_0,0.597604697
Pat3Test_539_0,0.702925738
Pat3Test_540_0,0.194023681
Pat3Test_541_0,0.777981902
Pat3Test_542_0,0.533704033
Pat3Test_543_0,0.575302651
Pat3Test_544_0,0.430286274
Pat3Test_545_0,0.346342906
Pat3Test_546_0,0.477319666
Pat3Test_547_0,0.547145028
Pat3Test_548_0,0.291939128
Pat3Test_549_0,0.368659811
Pat3Test_550_0,0.389862374
Pat3Test_551_0,0.502774129
Pat3Test_552_0,0.502774129
Pat3Test_553_0,0.352334802
Pat3Test_554_0,0.373421974
Pat3Test_555_0,0.295973975
Pat3Test_556_0,0.733161486
Pat3Test_557_0,0.220863112
Pat3Test_558_0,0.756681991
Pat3Test_559_0,0.468502939
Pat3Test_560_0,0.420792778
Pat3Test_561_0,0.581601707
Pat3Test_562_0,0.299381859
Pat3Test_563_0,0.46354004
Pat3Test_564_0,0.687262143
Pat3Test_565_0,0.176652736
Pat3Test_566_0,0.697922101
Pat3Test_567_0,0.19453565
Pat3Test_568_0,0.57434221
Pat3Test_569_0,0.502774129
Pat3Test_570_0,0.643303713
Pat3Test_571_0,0.307640234
Pat3Test_572_0,0.407551276
Pat3Test_573_0,0.768595551
Pat3Test_574_0,0.447049595
Pat3Test_575_0,0.463001193
Pat3Test_576_0,0.887764817
Pat3Test_577_0,0.313933862
Pat3Test_578_0,0.426380679
Pat3Test_579_0,0.232024428
Pat3Test_580_0,0.390934729
Pat3Test_581_0,0.114311176
Pat3Test_582_0,0.449879632
Pat3Test_583_0,0.661073079
Pat3Test_584_0,0.490268322
Pat3Test_585_0,0.607465798
Pat3Test_586_0,0.457945183
Pat3Test_587_0,0.487043052
Pat3Test_588_0,0.398082813
Pat3Test_589_0,0.502774129
Pat3Test_590_0,0.112304969
Pat3Test_591_0,0.633433487
Pat3Test_592_0,0.654707054
Pat3Test_593_0,0.264301564
Pat3Test_594_0,0.429158963
Pat3Test_595_0,0.168779409
Pat3Test_596_0,0.769435277
Pat3Test_597_0,0.440550463
Pat3Test_598_0,0.362366066
Pat3Test_599_0,0.11227672
Pat3Test_600_0,0.381664697
Pat3Test_601_0,0.581112099
Pat3Test_602_0,0.311599252
Pat3Test_603_0,0.454551934
Pat3Test_604_0,0.419417176
Pat3Test_605_0,0.398539878
Pat3Test_606_0,0.722618806
Pat3Test_607_0,0.434697324
Pat3Test_608_0,0.76931771
Pat3Test_609_0,0.409068471
Pat3Test_610_0,0.457363673
Pat3Test_611_0,0.44559605
Pat3Test_612_0,0.779873364
Pat3Test_613_0,0.515407971
Pat3Test_614_0,0.443563875
Pat3Test_615_0,0.502774129
Pat3Test_616_0,0.50376291
Pat3Test_617_0,0.374361629
Pat3Test_618_0,0.524922151
Pat3Test_619_0,0.537536481
Pat3Test_620_0,0.300688244
Pat3Test_621_0,0.453685265
Pat3Test_622_0,0.605417925
Pat3Test_623_0,0.657385456
Pat3Test_624_0,0.56975181
Pat3Test_625_0,0.210017256
Pat3Test_626_0,0.324673023
Pat3Test_627_0,0.642474781
Pat3Test_628_0,0.53751115
Pat3Test_629_0,0.641459076
Pat3Test_630_0,0.674838152
Pat3Test_631_0,0.233324972
Pat3Test_632_0,0.685963774
Pat3Test_633_0,0.472324323
Pat3Test_634_0,0.388761704
Pat3Test_635_0,0.748663104
Pat3Test_636_0,0.502774129
Pat3Test_637_0,0.509159807
Pat3Test_638_0,0.407604037
Pat3Test_639_0,0.68298039
Pat3Test_640_0,0.507813796
Pat3Test_641_0,0.7810917
Pat3Test_642_0,0.517757284
Pat3Test_643_0,0.660654989
Pat3Test_644_0,0.502774129
Pat3Test_645_0,0.506250417
Pat3Test_646_0,0.309622873
Pat3Test_647_0,0.344308869
Pat3Test_648_0,0.424206824
Pat3Test_649_0,0.264458666
Pat3Test_650_0,0.175182672
Pat3Test_651_0,0.811321059
Pat3Test_652_0,0.668189327
Pat3Test_653_0,0.269282117
Pat3Test_654_0,0.347592339
Pat3Test_655_0,0.550445009
Pat3Test_656_0,0.751410257
Pat3Test_657_0,0.247328065
Pat3Test_658_0,0.228799649
Pat3Test_659_0,0.353479395
Pat3Test_660_0,0.267341766
Pat3Test_661_0,0.803635285
Pat3Test_662_0,0.266999153
Pat3Test_663_0,0.384177944
Pat3Test_664_0,0.30130498
Pat3Test_665_0,0.66201275
Pat3Test_666_0,0.343457284
Pat3Test_667_0,0.694159992
Pat3Test_668_0,0.435171843
Pat3Test_669_0,0.711488192
Pat3Test_670_0,0.362870176
Pat3Test_671_0,0.676196474
Pat3Test_672_0,0.347523655
Pat3Test_673_0,0.324288629
Pat3Test_674_0,0.424567212
Pat3Test_675_0,0.70142733
Pat3Test_676_0,0.742667087
Pat3Test_677_0,0.502774129
Pat3Test_678_0,0.633416581
Pat3Test_679_0,0.477876714
Pat3Test_680_0,0.480806019
Pat3Test_681_0,0.47052495
Pat3Test_682_0,0.74791507
Pat3Test_683_0,0.797019362
Pat3Test_684_0,0.219728404
Pat3Test_685_0,0.418240965
Pat3Test_686_0,0.670000327
Pat3Test_687_0,0.725343257
Pat3Test_688_0,0.59960488
Pat3Test_689_0,0.302796347
Pat3Test_690_0,0.322367378
